1686224889.850617,140220127680192,in-event <InotifyEvent: src_path=b'ProxyConfig.json', wd=1, mask=IN_OPEN, cookie=0, name=''>
1686224889.850933,140220548239424,creating proxy: proxy1
1686224889.858416,140220548239424,creating proxy: proxy2
1686225306.693746,140220102502080,UDP,10257.570241999929,20000,192.168.29.136,59705,334,0,0
1686225308.682621,140220102502080,UDP,1913.366077000319,20000,192.168.29.136,59705,51,0,0
1686225309.420501,140220102502080,UDP,726.9175710007403,20000,192.168.29.136,59705,22,0,0
1686225309.936852,140220102502080,UDP,510.5820990011125,20000,192.168.29.136,59705,12,0,0
1686225311.251547,140220102502080,UDP,1308.456450000449,20000,192.168.29.136,59705,35,0,0
1686225312.578066,140220102502080,UDP,1314.838280000913,20000,192.168.29.136,59705,40,0,0
1686225313.002003,140220102502080,UDP,349.94296800141456,20000,192.168.29.136,59705,20,0,0
1686225313.710609,140220102502080,UDP,702.7642709999782,20000,192.168.29.136,59705,34,0,0
1686225314.904984,140220102502080,UDP,1182.6059960003477,20000,192.168.29.136,59705,46,0,0
1686225318.437280,140220102502080,UDP,3521.4825959992595,20000,192.168.29.136,59705,142,0,0
1686225320.871674,140220102502080,UDP,2428.222683000058,20000,192.168.29.136,59705,81,0,0
1686225320.896558,140220102502080,UDP,12.77997199940728,20000,192.168.29.136,59705,1,0,0
1686225323.795820,140220102502080,UDP,2881.5450929996587,20000,192.168.29.136,59705,85,0,0
1686225324.787040,140220102502080,UDP,973.0798049986333,20000,192.168.29.136,59705,40,0,0
1686225325.196427,140220102502080,UDP,392.2453310005949,20000,192.168.29.136,59705,9,0,0
1686225328.181015,140220102502080,UDP,2984.175999999934,20000,192.168.29.136,59705,104,0,0
1686225329.161015,140220102502080,UDP,852.5090259990975,20000,192.168.29.136,59705,20,0,0
1686225329.843954,140220102502080,UDP,682.5542189999396,20000,192.168.29.136,59705,19,0,0
1686225331.130379,140220102502080,UDP,1274.6675180005695,20000,192.168.29.136,59705,32,0,0
1686225332.167681,140220102502080,UDP,1031.6642269990552,20000,192.168.29.136,59705,28,0,0
1686225332.426715,140220102502080,UDP,246.88426700049604,20000,192.168.29.136,59705,8,0,0
1686225333.552239,140220102502080,UDP,1113.8558349994128,20000,192.168.29.136,59705,34,0,0
1686225334.304605,140220102502080,UDP,697.1089030012081,20000,192.168.29.136,59705,22,0,0
1686225339.698553,140220102502080,UDP,5381.597170999157,20000,192.168.29.136,59705,155,0,0
1686225343.711149,140220102502080,UDP,3964.606024001114,20000,192.168.29.136,59705,124,0,0
1686225349.636271,140220102502080,UDP,5902.6069449992065,20000,192.168.29.136,59705,219,0,0
1686225350.311120,140220102502080,UDP,610.5425579989969,20000,192.168.29.136,59705,23,0,0
1686225350.768670,140220102502080,UDP,452.54537199980405,20000,192.168.29.136,59705,15,0,0
