1686216095.115300,in-event <InotifyEvent: src_path=b'FirewallRules.json', wd=1, mask=IN_OPEN, cookie=0, name=''>
1686216098.114658,192.168.29.141,22720,26375,0,122
1686216099.141778,192.168.29.141,22464,26375,256,122
1686216100.101027,192.168.29.141,22208,26375,512,122
1686216101.126689,192.168.29.141,21952,26375,768,122
1686216102.108157,192.168.29.141,21696,26375,1024,122
1686216103.151747,192.168.29.141,21440,26375,1280,122
1686216104.136738,192.168.29.141,21184,26375,1536,122
1686216105.094249,192.168.29.141,20928,26375,1792,122
1686216106.092969,192.168.29.141,20672,26375,2048,122
1686216107.190207,192.168.29.141,20416,26375,2304,122
1686216107.686320,192.168.29.136,61688,1799,0,28
1686216107.699112,192.168.29.136,61432,1799,256,28
1686216107.710779,192.168.29.136,61176,1799,512,28
1686216107.722552,192.168.29.136,60920,1799,768,28
1686216107.729033,192.168.29.136,60664,1799,1024,28
1686216107.762101,192.168.29.136,60408,1799,1280,28
1686216107.763070,192.168.29.136,60152,1799,1536,28
1686216107.763843,192.168.29.136,59896,1799,1792,28
1686216107.770226,192.168.29.136,59640,1799,2048,28
1686216107.855665,192.168.29.136,59384,1799,2304,28
1686216107.872493,192.168.29.136,59128,1799,2560,28
1686216107.883395,192.168.29.136,58872,1799,2816,28
1686216107.900202,192.168.29.136,58616,1799,3072,28
1686216107.912213,192.168.29.136,58360,1799,3328,28
1686216107.923411,192.168.29.136,58104,1799,3584,28
1686216107.992051,192.168.29.136,57848,1799,3840,28
1686216108.024630,192.168.29.136,57592,1799,4096,28
1686216108.036025,192.168.29.136,57336,1799,4352,28
1686216108.047338,192.168.29.136,57080,1799,4608,28
1686216108.058246,192.168.29.136,56824,1799,4864,28
1686216108.064569,192.168.29.136,56568,1799,5120,28
1686216108.075535,192.168.29.136,56312,1799,5376,28
1686216108.092888,192.168.29.136,56056,1799,5632,28
1686216108.153059,192.168.29.136,55800,1799,5888,28
1686216108.171012,192.168.29.136,55544,1799,6144,28
1686216108.187415,192.168.29.136,55288,1799,6400,28
1686216108.203733,192.168.29.136,55032,1799,6656,28
1686216108.209979,192.168.29.136,54776,1799,6912,28
1686216108.252934,192.168.29.136,54520,1799,7168,28
1686216108.265082,192.168.29.136,54264,1799,7424,28
1686216108.278221,192.168.29.136,54008,1799,7680,28
1686216108.404558,192.168.29.136,53752,1799,7936,28
1686216108.420713,192.168.29.136,53496,1799,8192,28
1686216108.426826,192.168.29.136,53240,1799,8448,28
1686216108.438393,192.168.29.136,52984,1799,8704,28
1686216108.454865,192.168.29.136,52728,1799,8960,28
1686216108.466168,192.168.29.136,52472,1799,9216,28
1686216108.477070,192.168.29.136,52216,1799,9472,28
1686216108.488378,192.168.29.136,51960,1799,9728,28
1686216108.500602,192.168.29.136,51704,1799,9984,28
1686216108.559803,192.168.29.136,51448,1799,10240,28
1686216108.572692,192.168.29.136,51192,1799,10496,28
1686216108.585757,192.168.29.136,50936,1799,10752,28
1686216108.712776,192.168.29.136,50680,1799,11008,28
1686216108.724214,192.168.29.136,50424,1799,11264,28
1686216108.735384,192.168.29.136,50168,1799,11520,28
1686216108.751516,192.168.29.136,49912,1799,11776,28
1686216108.757706,192.168.29.136,49656,1799,12032,28
1686216108.769117,192.168.29.136,49400,1799,12288,28
1686216108.780728,192.168.29.136,49144,1799,12544,28
1686216108.792709,192.168.29.136,48888,1799,12800,28
1686216108.878558,192.168.29.136,48632,1799,13056,28
1686216109.024949,192.168.29.136,48376,1799,13312,28
1686216109.042307,192.168.29.136,48120,1799,13568,28
1686216109.178508,192.168.29.136,47864,1799,13824,28
1686216109.184154,192.168.29.136,47608,1799,14080,28
1686216109.226667,192.168.29.136,47352,1799,14336,28
1686216109.238303,192.168.29.136,47096,1799,14592,28
1686216109.250300,192.168.29.136,46840,1799,14848,28
1686216109.267432,192.168.29.136,46584,1799,15104,28
1686216109.278408,192.168.29.136,46328,1799,15360,28
1686216109.294997,192.168.29.136,46072,1799,15616,28
1686216109.332357,192.168.29.136,45816,1799,15872,28
1686216109.359006,192.168.29.136,45560,1799,16128,28
1686216109.370671,192.168.29.136,45304,1799,16384,28
1686216109.377320,192.168.29.136,45048,1799,16640,28
1686216109.388786,192.168.29.136,44792,1799,16896,28
1686216109.447060,192.168.29.136,44536,1799,17152,28
1686216109.589003,192.168.29.136,44280,1799,17408,28
1686216109.600089,192.168.29.136,44024,1799,17664,28
1686216109.611009,192.168.29.136,43768,1799,17920,28
1686216109.684503,192.168.29.136,43512,1799,18176,28
1686216109.696245,192.168.29.136,43256,1799,18432,28
1686216109.734113,192.168.29.136,43000,1799,18688,28
1686216109.745839,192.168.29.136,42744,1799,18944,28
1686216109.757397,192.168.29.136,42488,1799,19200,28
1686216109.863102,192.168.29.136,42232,1799,19456,28
1686216109.874312,192.168.29.136,41976,1799,19712,28
